;;Consumption_1;Consumption_2;Consumption_3;Consumption_Flag1;Consumption_Flag2;Consumption_Par1;Consumption_Par10;Consumption_Par11;Consumption_Par12;Consumption_Par13;Consumption_Par14
14.03.2022 12:00;14.03.2022 13:00;125,850;530,491;151,621;0,000;83.009,195;89.445,598;76.028,759;83.184,406;92.128,966;94.812,334;93.023,422
14.03.2022 13:00;14.03.2022 14:00;103,600;508,689;128,915;0,000;82.533,722;88.205,280;70.564,224;80.266,805;70.564,224;97.025,808;79.384,752
14.03.2022 14:00;14.03.2022 15:00;92,650;497,094;120,290;0,000;84.672,591;83.747,217;72.860,079;73.697,551;74.535,023;69.510,190;86.259,633
14.03.2022 15:00;14.03.2022 16:00;90,600;493,743;113,547;0,000;94.312,752;84.785,465;78.002,627;70.371,936;89.872,593;84.785,465;72.067,645
14.03.2022 16:00;14.03.2022 17:00;58,350;463,550;85,303;0,000;103.426,000;90.474,905;88.665,407;75.094,171;91.379,654;94.998,650;95.903,399
14.03.2022 17:00;14.03.2022 18:00;40,350;447,709;62,141;0,000;116.930,130;95.895,753;86.306,177;101.649,498;97.813,668;94.936,795;89.183,050
14.03.2022 18:00;14.03.2022 19:00;34,200;439,416;60,933;0,000;98.864,694;102.036,185;102.036,185;109.178,718;82.649,310;89.791,843;84.690,034
14.03.2022 19:00;14.03.2022 20:00;34,950;437,609;60,002;0,000;95.636,988;100.040,876;98.040,058;83.033,927;88.035,971;104.042,511;99.040,467
14.03.2022 20:00;14.03.2022 21:00;31,800;434,646;55,868;0,000;104.151,114;98.226,893;89.386,472;81.528,321;79.563,783;83.492,859;106.085,044
14.03.2022 21:00;14.03.2022 22:00;32,250;437,609;58,544;0,000;108.107,392;89.507,829;76.081,655;85.927,516;94.878,299;79.661,968;96.668,455
14.03.2022 22:00;14.03.2022 23:00;33,200;439,538;56,119;0,000;85.604,561;77.157,938;72.528,462;68.670,565;67.127,406;63.269,509;79.472,676
14.03.2022 23:00;15.03.2022 00:00;30,050;435,409;55,082;0,000;65.974,304;67.914,922;74.706,414;58.406,833;59.085,982;67.914,922;55.011,087
15.03.2022 00:00;15.03.2022 01:00;33,550;439,723;58,958;0,000;56.920,168;64.899,962;65.548,962;56.462,967;65.548,962;63.601,963;53.217,969
15.03.2022 01:00;15.03.2022 02:00;34,100;436,727;58,814;0,000;70.909,711;63.519,089;54.626,417;59.707,944;59.072,753;61.613,516;59.707,944
15.03.2022 02:00;15.03.2022 03:00;75,650;481,055;101,044;0,000;60.027,451;64.075,945;69.202,020;55.746,072;65.998,223;53.823,794;52.542,275
15.03.2022 03:00;15.03.2022 04:00;182,850;588,693;210,365;0,000;57.766,939;65.576,272;57.051,356;68.855,085;64.920,509;55.084,068;61.641,695
15.03.2022 04:00;15.03.2022 05:00;198,850;600,600;225,129;0,000;61.263,495;71.351,547;64.929,908;76.346,156;65.643,423;74.205,609;67.783,970
15.03.2022 05:00;15.03.2022 06:00;185,000;591,001;208,353;0,000;80.558,108;86.372,700;83.781,519;69.961,887;70.825,614;71.689,341;76.871,703
15.03.2022 06:00;15.03.2022 07:00;176,250;582,138;202,259;0,000;116.353,236;106.334,023;102.080,662;95.700,621;86.130,559;116.967,425;101.017,322
15.03.2022 07:00;15.03.2022 08:00;163,950;567,568;186,804;0,000;95.187,856;112.091,416;110.970,502;117.695,987;118.816,901;100.882,275;91.914,961
15.03.2022 08:00;15.03.2022 09:00;172,300;577,693;197,114;0,000;101.252,882;103.108,409;91.766,484;113.419,250;93.828,653;100.015,157;97.952,989
15.03.2022 09:00;15.03.2022 10:00;164,050;568,325;189,503;0,000;112.074,739;89.686,294;78.027,076;97.758,061;88.789,432;82.511,391;94.170,609
15.03.2022 10:00;15.03.2022 11:00;156,950;562,175;183,523;0,000;83.467,308;84.726,811;85.574,079;83.879,543;70.323,253;69.475,985;72.017,789
15.03.2022 11:00;15.03.2022 12:00;143,850;548,033;171,075;0,000;80.092,485;80.111,740;68.896,097;83.316,210;85.719,562;84.918,445;76.106,153
15.03.2022 12:00;15.03.2022 13:00;125,850;530,491;151,621;0,000;87.879,064;77.930,812;72.475,655;75.592,888;84.944,585;82.606,661;64.682,574
15.03.2022 13:00;15.03.2022 14:00;103,600;508,689;128,915;0,000;75.672,847;77.881,099;74.765,855;73.208,233;62.304,879;78.659,910;78.659,910
15.03.2022 14:00;15.03.2022 15:00;92,650;497,094;120,290;0,000;79.950,385;79.810,244;87.791,269;83.800,757;68.636,810;66.242,503;71.829,220
15.03.2022 15:00;15.03.2022 16:00;90,600;493,743;113,547;0,000;103.002,146;81.073,809;80.263,071;68.912,738;65.669,786;64.859,048;89.181,190
15.03.2022 16:00;15.03.2022 17:00;58,350;463,550;85,303;0,000;106.795,598;87.871,239;75.569,265;83.477,677;93.143,513;86.992,526;78.205,402
15.03.2022 17:00;15.03.2022 18:00;40,350;447,709;62,141;0,000;92.051,754;88.493,186;71.679,480;85.838,390;88.493,186;72.564,412;78.758,935
15.03.2022 18:00;15.03.2022 19:00;34,200;439,416;60,933;0,000;82.401,643;89.611,189;73.481,175;85.130,629;76.169,510;84.234,517;89.611,189
15.03.2022 19:00;15.03.2022 20:00;34,950;437,609;60,002;0,000;104.044,306;88.109,789;73.131,125;73.131,125;87.228,691;83.704,299;87.228,691
15.03.2022 20:00;15.03.2022 21:00;31,800;434,646;55,868;0,000;88.981,187;83.443,575;82.609,139;75.099,218;85.946,882;85.112,447;68.423,732
15.03.2022 21:00;15.03.2022 22:00;32,250;437,609;58,544;0,000;73.243,683;77.265,232;80.355,841;75.719,927;83.446,450;84.991,755;78.810,537
15.03.2022 22:00;15.03.2022 23:00;33,200;439,538;56,119;0,000;77.485,857;65.761,533;68.391,994;67.076,763;61.815,841;64.446,302;55.897,303
15.03.2022 23:00;16.03.2022 00:00;30,050;435,409;55,082;0,000;57.493,186;55.414,462;55.968,607;55.414,462;58.739,330;54.860,317;60.955,908
16.03.2022 00:00;16.03.2022 01:00;33,550;439,723;58,958;0,000;51.581,919;53.697,382;56.382,251;56.382,251;46.179,749;54.234,356;47.253,696
16.03.2022 01:00;16.03.2022 02:00;34,100;436,727;58,814;0,000;56.389,049;48.455,000;39.733,100;44.094,050;52.331,400;47.001,350;45.063,150
16.03.2022 02:00;16.03.2022 03:00;75,650;481,055;101,044;0,000;57.824,570;52.346,194;54.440,041;45.017,727;46.064,650;45.541,188;57.580,813
16.03.2022 03:00;16.03.2022 04:00;182,850;588,693;210,365;0,000;47.090,573;50.648,446;49.128,992;44.064,148;43.051,179;54.193,837;55.713,290
16.03.2022 04:00;16.03.2022 05:00;198,850;600,600;225,129;0,000;65.140,387;53.380,507;45.907,236;52.312,897;57.117,143;46.441,041;56.049,533
16.03.2022 05:00;16.03.2022 06:00;185,000;591,001;208,353;0,000;64.046,729;63.699,324;57.329,391;53.507,432;61.788,344;52.233,445;65.610,303
16.03.2022 06:00;16.03.2022 07:00;176,250;582,138;202,259;0,000;84.533,352;79.813,802;63.851,041;87.795,182;79.015,664;87.795,182;71.832,421
16.03.2022 07:00;16.03.2022 08:00;163,950;567,568;186,804;0,000;99.707,892;84.041,183;80.679,536;74.796,653;71.435,006;84.041,183;73.115,829
16.03.2022 08:00;16.03.2022 09:00;172,300;577,693;197,114;0,000;102.241,832;85.483,214;71.805,899;69.241,403;72.660,732;79.499,389;92.321,871
16.03.2022 09:00;16.03.2022 10:00;164,050;568,325;189,503;0,000;103.935,903;83.954,380;90.670,730;73.040,310;78.917,117;69.682,135;73.040,310
16.03.2022 10:00;16.03.2022 11:00;156,950;562,175;183,523;0,000;89.690,529;85.890,573;76.442,610;83.313,856;88.467,290;78.160,421;92.761,819
16.03.2022 11:00;16.03.2022 12:00;143,850;548,033;171,075;0,000;84.754,936;85.781,848;71.198,934;90.070,941;71.198,934;70.341,116;86.639,667
16.03.2022 12:00;16.03.2022 13:00;125,850;530,491;151,621;0,000;90.694,536;84.842,669;90.781,656;83.994,242;78.903,682;89.084,802;77.206,829
16.03.2022 13:00;16.03.2022 14:00;103,600;508,689;128,915;0,000;87.033,158;82.360,960;79.890,131;65.888,768;77.419,302;88.949,837;74.948,473
16.03.2022 14:00;16.03.2022 15:00;92,650;497,094;120,290;0,000;93.192,189;73.078,603;68.693,887;75.270,961;76.001,747;78.194,105;59.924,454
16.03.2022 15:00;16.03.2022 16:00;90,600;493,743;113,547;0,000;90.448,436;72.391,206;68.771,646;57.912,965;75.286,855;69.495,558;69.495,558
16.03.2022 16:00;16.03.2022 17:00;58,350;463,550;85,303;0,000;84.534,397;74.344,314;62.449,224;68.396,769;59.475,451;66.166,439;62.449,224
16.03.2022 17:00;16.03.2022 18:00;40,350;447,709;62,141;0,000;93.999,511;80.333,820;69.087,085;80.333,820;83.547,172;83.547,172;67.480,408
16.03.2022 18:00;16.03.2022 19:00;34,200;439,416;60,933;0,000;97.354,750;81.596,312;79.148,422;76.700,533;83.228,238;80.780,349;76.700,533
16.03.2022 19:00;16.03.2022 20:00;34,950;437,609;60,002;0,000;100.346,424;79.167,177;71.250,459;68.875,444;68.083,772;72.042,131;70.458,787
16.03.2022 20:00;16.03.2022 21:00;31,800;434,646;55,868;0,000;95.204,329;76.220,170;76.982,371;67.835,951;64.024,942;73.933,565;71.646,959
16.03.2022 21:00;16.03.2022 22:00;32,250;437,609;58,544;0,000;79.840,208;73.113,295;71.651,029;64.339,699;79.693,491;76.768,959;66.533,098
16.03.2022 22:00;16.03.2022 23:00;33,200;439,538;56,119;0,000;65.892,174;65.209,665;58.688,698;59.992,892;61.297,085;66.513,858;68.470,148
16.03.2022 23:00;17.03.2022 00:00;30,050;435,409;55,082;0,000;57.758,434;58.629,327;64.492,260;60.974,500;59.215,620;49.834,928;63.319,673
17.03.2022 00:00;17.03.2022 01:00;33,550;439,723;58,958;0,000;61.266,303;54.766,049;52.575,407;46.003,481;48.741,784;56.409,031;44.360,500
17.03.2022 01:00;17.03.2022 02:00;34,100;436,727;58,814;0,000;47.221,353;53.124,452;43.562,050;54.186,941;43.030,806;56.843,163;51.530,718
17.03.2022 02:00;17.03.2022 03:00;75,650;481,055;101,044;0,000;50.616,831;51.987,851;57.186,636;43.149,916;55.107,122;46.789,066;49.908,337
17.03.2022 03:00;17.03.2022 04:00;182,850;588,693;210,365;0,000;51.961,893;55.041,079;54.490,668;52.839,436;47.885,739;50.087,382;55.591,490
17.03.2022 04:00;17.03.2022 05:00;198,850;600,600;225,129;0,000;73.085,432;57.391,890;59.113,646;53.948,376;63.131,078;63.131,078;50.504,863
17.03.2022 05:00;17.03.2022 06:00;185,000;591,001;208,353;0,000;72.795,670;66.528,684;61.871,676;60.541,103;53.888,234;66.528,684;72.516,266
17.03.2022 06:00;17.03.2022 07:00;176,250;582,138;202,259;0,000;104.362,139;80.017,679;77.617,149;84.818,740;68.815,204;66.414,674;64.014,143
17.03.2022 07:00;17.03.2022 08:00;163,950;567,568;186,804;0,000;124.624,386;84.699,987;88.934,986;93.169,986;82.158,988;89.781,986;67.759,990
17.03.2022 08:00;17.03.2022 09:00;172,300;577,693;197,114;0,000;113.750,896;84.691,046;77.068,852;91.466,330;83.844,135;93.160,151;73.681,210
17.03.2022 09:00;17.03.2022 10:00;164,050;568,325;189,503;0,000;104.673,327;81.530,882;83.976,808;66.855,323;83.976,808;82.346,190;87.238,043
17.03.2022 10:00;17.03.2022 11:00;156,950;562,175;183,523;0,000;90.170,390;75.650,816;61.277,161;73.381,291;71.868,275;62.790,177;66.572,718
17.03.2022 11:00;17.03.2022 12:00;143,850;548,033;171,075;0,000;75.403,174;73.403,008;63.860,617;74.871,068;80.743,308;73.403,008;68.998,827
17.03.2022 12:00;17.03.2022 13:00;125,850;530,491;151,621;0,000;96.601,246;69.897,357;75.489,145;56.616,859;61.509,674;69.198,383;76.188,119
17.03.2022 13:00;17.03.2022 14:00;103,600;508,689;128,915;0,000;87.323,228;68.128,437;60.634,309;56.546,603;55.184,034;56.546,603;69.491,006
17.03.2022 14:00;17.03.2022 15:00;92,650;497,094;120,290;0,000;77.884,912;64.238,674;55.887,646;59.099,580;64.881,061;52.675,713;64.238,674
17.03.2022 15:00;17.03.2022 16:00;90,600;493,743;113,547;0,000;73.763,354;62.110,320;60.247,010;67.079,145;56.520,391;60.247,010;60.868,113
17.03.2022 16:00;17.03.2022 17:00;58,350;463,550;85,303;0,000;74.189,422;66.393,852;57.762,651;53.779,020;69.049,606;59.754,466;55.770,835
17.03.2022 17:00;17.03.2022 18:00;40,350;447,709;62,141;0,000;82.470,347;73.025,333;75.946,346;70.104,320;80.327,866;65.722,800;78.867,359
17.03.2022 18:00;17.03.2022 19:00;34,200;439,416;60,933;0,000;92.852,929;77.420,093;67.355,481;71.226,485;66.581,280;78.194,294;85.162,102
17.03.2022 19:00;17.03.2022 20:00;34,950;437,609;60,002;0,000;88.035,971;78.457,983;75.319,664;85.519,201;81.596,302;78.457,983;81.596,302
17.03.2022 20:00;17.03.2022 21:00;31,800;434,646;55,868;0,000;94.297,817;75.671,202;73.401,065;80.968,186;79.454,762;62.050,385;78.698,050
17.03.2022 21:00;17.03.2022 22:00;32,250;437,609;58,544;0,000;85.032,437;71.427,011;64.284,310;78.569,712;62.855,769;58.570,149;57.855,879
17.03.2022 22:00;17.03.2022 23:00;33,200;439,538;56,119;0,000;68.670,565;62.782,695;60.899,214;59.643,560;59.015,733;64.666,176;65.921,830
17.03.2022 23:00;18.03.2022 00:00;30,050;435,409;55,082;0,000;71.310,668;53.854,050;58.700,915;44.160,321;58.162,375;57.623,834;45.237,402
18.03.2022 00:00;18.03.2022 01:00;33,550;439,723;58,958;0,000;53.866,969;51.897,009;43.074,517;44.631,428;52.934,949;46.188,338;42.555,547
18.03.2022 01:00;18.03.2022 02:00;34,100;436,727;58,814;0,000;63.519,089;50.990,375;44.361,626;49.460,664;49.460,664;48.440,856;48.440,856
18.03.2022 02:00;18.03.2022 03:00;75,650;481,055;101,044;0,000;65.998,223;51.171,344;41.960,502;45.542,496;42.983,929;46.565,923;54.753,338
18.03.2022 03:00;18.03.2022 04:00;182,850;588,693;210,365;0,000;61.641,695;52.657,365;56.869,955;52.657,365;42.652,466;50.024,497;46.865,055
18.03.2022 04:00;18.03.2022 05:00;198,850;600,600;225,129;0,000;72.065,063;59.229,120;63.375,158;49.752,460;52.713,916;64.559,740;59.821,411
18.03.2022 05:00;18.03.2022 06:00;185,000;591,001;208,353;0,000;90.691,335;73.755,289;78.180,607;66.379,760;75.230,395;72.280,184;78.918,160
18.03.2022 06:00;18.03.2022 07:00;176,250;582,138;202,259;0,000;91.447,260;92.735,946;84.389,711;83.462,351;84.389,711;101.082,181;95.518,024
18.03.2022 07:00;18.03.2022 08:00;163,950;567,568;186,804;0,000;117.695,987;96.009,127;83.527,940;101.769,674;77.767,393;83.527,940;90.248,579
18.03.2022 08:00;18.03.2022 09:00;172,300;577,693;197,114;0,000;88.673,232;87.933,111;85.295,118;95.847,091;70.346,489;71.225,820;95.847,091
18.03.2022 09:00;18.03.2022 10:00;164,050;568,325;189,503;0,000;83.408,254;76.622,184;62.063,969;63.596,412;83.518,180;72.024,853;74.323,518
18.03.2022 10:00;18.03.2022 11:00;156,950;562,175;183,523;0,000;81.337,738;69.649,150;75.917,573;62.684,235;64.773,709;75.917,573;55.719,320
18.03.2022 11:00;18.03.2022 12:00;143,850;548,033;171,075;0,000;84.918,445;66.395,640;67.723,553;71.043,335;58.428,163;58.428,163;67.723,553
18.03.2022 12:00;18.03.2022 13:00;125,850;530,491;151,621;0,000;82.606,661;62.714,742;63.341,890;55.816,121;55.188,973;63.969,037;50.171,794
18.03.2022 13:00;18.03.2022 14:00;103,600;508,689;128,915;0,000;69.314,178;58.346,090;58.929,551;57.762,629;58.929,551;63.597,239;59.513,012
18.03.2022 14:00;18.03.2022 15:00;92,650;497,094;120,290;0,000;67.040,605;57.182,309;59.469,601;62.328,716;61.185,070;54.895,016;54.895,016
18.03.2022 15:00;18.03.2022 16:00;90,600;493,743;113,547;0,000;65.669,786;58.130,430;63.362,168;58.130,430;47.085,648;62.780,864;51.736,082
18.03.2022 16:00;18.03.2022 17:00;58,350;463,550;85,303;0,000;93.143,513;63.730,101;69.465,810;66.916,606;63.092,800;52.258,682;61.180,897
18.03.2022 17:00;18.03.2022 18:00;40,350;447,709;62,141;0,000;79.643,867;70.945,618;62.432,144;62.432,144;75.202,356;60.303,776;69.526,706
18.03.2022 18:00;18.03.2022 19:00;34,200;439,416;60,933;0,000;71.688,951;73.646,565;77.328,893;72.173,633;72.173,633;73.646,565;71.437,168
18.03.2022 19:00;18.03.2022 20:00;34,950;437,609;60,002;0,000;86.347,593;76.944,423;80.022,200;63.094,427;83.869,421;74.636,090;69.249,981
18.03.2022 20:00;18.03.2022 21:00;31,800;434,646;55,868;0,000;76.768,089;75.299,607;72.287,623;78.311,591;82.829,568;70.028,634;73.040,619
18.03.2022 21:00;18.03.2022 22:00;32,250;437,609;58,544;0,000;75.719,927;67.981,444;67.981,444;54.385,156;70.700,702;54.385,156;64.582,372
18.03.2022 22:00;18.03.2022 23:00;33,200;439,538;56,119;0,000;54.582,072;58.929,769;59.519,067;63.644,151;50.679,602;53.626,090;52.447,495
18.03.2022 23:00;19.03.2022 00:00;30,050;435,409;55,082;0,000;60.955,908;50.390,602;47.871,072;48.374,978;45.855,448;47.367,166;50.894,508
19.03.2022 00:00;19.03.2022 01:00;33,550;439,723;58,958;0,000;49.401,591;48.174,982;52.028,980;44.320,983;47.693,232;52.992,480;47.211,482
19.03.2022 01:00;19.03.2022 02:00;34,100;436,727;58,814;0,000;43.609,500;45.109,236;41.951,590;45.560,329;38.793,943;46.462,513;43.755,959
19.03.2022 02:00;19.03.2022 03:00;75,650;481,055;101,044;0,000;53.393,118;45.132,841;38.814,243;43.327,527;46.938,155;37.460,258;42.876,199
19.03.2022 03:00;19.03.2022 04:00;182,850;588,693;210,365;0,000;52.674,384;46.339,898;38.925,514;45.876,499;45.876,499;37.998,716;46.803,297
19.03.2022 04:00;19.03.2022 05:00;198,850;600,600;225,129;0,000;52.312,897;52.439,916;45.622,727;44.049,530;45.622,727;49.293,521;46.671,525
19.03.2022 05:00;19.03.2022 06:00;185,000;591,001;208,353;0,000;59.240,371;63.501,207;55.881,062;50.800,965;55.881,062;66.041,255;63.501,207
19.03.2022 06:00;19.03.2022 07:00;176,250;582,138;202,259;0,000;83.804,492;86.779,701;77.233,934;73.762,746;89.383,092;82.440,716;95.457,672
19.03.2022 07:00;19.03.2022 08:00;163,950;567,568;186,804;0,000;91.604,889;89.160,554;93.618,582;85.594,132;80.244,499;77.569,682;90.052,160
19.03.2022 08:00;19.03.2022 09:00;172,300;577,693;197,114;0,000;91.467,039;80.550,930;84.578,477;82.161,949;77.328,893;85.383,986;69.273,800
19.03.2022 09:00;19.03.2022 10:00;164,050;568,325;189,503;0,000;83.954,380;74.837,885;74.837,885;65.108,960;65.108,960;63.612,202;81.573,295
19.03.2022 10:00;19.03.2022 11:00;156,950;562,175;183,523;0,000;93.620,725;63.320,595;50.656,476;62.054,183;62.054,183;69.019,449;54.455,712
19.03.2022 11:00;19.03.2022 12:00;143,850;548,033;171,075;0,000;79.777,119;56.049,285;57.730,763;58.851,749;51.004,849;59.412,242;48.762,878
19.03.2022 12:00;19.03.2022 13:00;125,850;530,491;151,621;0,000;80.600,535;54.432,723;58.243,013;47.356,469;47.356,469;56.610,031;55.521,377
19.03.2022 13:00;19.03.2022 14:00;103,600;508,689;128,915;0,000;89.773,446;52.918,805;44.451,796;52.389,617;48.156,112;46.568,548;55.035,557
19.03.2022 14:00;19.03.2022 15:00;92,650;497,094;120,290;0,000;70.155,459;53.528,592;45.499,303;54.599,164;57.275,594;55.134,450;57.810,880
19.03.2022 15:00;19.03.2022 16:00;90,600;493,743;113,547;0,000;64.428,174;53.642,681;55.788,389;47.205,560;50.424,121;53.642,681;50.960,547
19.03.2022 16:00;19.03.2022 17:00;58,350;463,550;85,303;0,000;80.291,859;55.100,091;47.937,079;50.692,084;47.386,078;47.937,079;51.794,085
19.03.2022 17:00;19.03.2022 18:00;40,350;447,709;62,141;0,000;77.923,805;60.333,174;49.473,203;53.093,193;51.283,198;48.869,871;60.333,174
19.03.2022 18:00;19.03.2022 19:00;34,200;439,416;60,933;0,000;84.860,164;67.078,029;53.662,423;58.357,886;71.773,491;72.444,272;61.041,007
19.03.2022 19:00;19.03.2022 20:00;34,950;437,609;60,002;0,000;63.333,741;68.050,113;74.174,623;61.245,101;61.925,602;67.369,611;63.967,106
19.03.2022 20:00;19.03.2022 21:00;31,800;434,646;55,868;0,000;64.024,942;66.376,685;62.394,084;59.739,016;71.686,819;61.730,317;61.730,317
19.03.2022 21:00;19.03.2022 22:00;32,250;437,609;58,544;0,000;65.801,965;59.786,690;62.776,025;55.601,622;52.014,421;55.601,622;53.210,154
19.03.2022 22:00;19.03.2022 23:00;33,200;439,538;56,119;0,000;65.209,665;51.456,031;56.601,634;43.223,066;56.601,634;46.310,428;55.572,513
19.03.2022 23:00;20.03.2022 00:00;30,050;435,409;55,082;0,000;51.593,808;44.956,164;39.111,862;45.855,287;47.203,972;45.855,287;49.002,218
20.03.2022 00:00;20.03.2022 01:00;33,550;439,723;58,958;0,000;53.123,068;41.462,315;45.608,546;42.291,561;33.169,852;44.779,300;35.657,591
20.03.2022 01:00;20.03.2022 02:00;34,100;436,727;58,814;0,000;45.687,028;39.378,309;39.772,092;41.741,007;34.259,129;42.922,357;42.922,357
20.03.2022 02:00;20.03.2022 03:00;75,650;481,055;101,044;0,000;50.428,216;39.626,516;33.682,538;32.890,008;36.456,394;35.267,599;38.437,720
20.03.2022 03:00;20.03.2022 04:00;182,850;588,693;210,365;0,000;55.591,490;41.315,680;40.076,210;35.531,485;33.878,858;36.770,955;33.465,701
20.03.2022 04:00;20.03.2022 05:00;198,850;600,600;225,129;0,000;63.131,078;46.684,669;47.618,362;47.151,516;45.750,976;46.684,669;45.284,129
20.03.2022 05:00;20.03.2022 06:00;185,000;591,001;208,353;0,000;61.206,390;58.412,255;55.491,642;60.748,745;56.659,887;47.898,049;51.986,907
20.03.2022 06:00;20.03.2022 07:00;176,250;582,138;202,259;0,000;64.814,320;75.407,616;72.391,311;79.932,073;73.899,464;73.145,388;70.883,159
20.03.2022 07:00;20.03.2022 08:00;163,950;567,568;186,804;0,000;90.628,986;82.406,758;68.397,609;74.990,150;88.175,231;68.397,609;83.230,825
20.03.2022 08:00;20.03.2022 09:00;172,300;577,693;197,114;0,000;82.997,225;64.167,145;56.467,087;58.392,102;66.733,830;66.733,830;62.242,130
20.03.2022 09:00;20.03.2022 10:00;164,050;568,325;189,503;0,000;67.670,632;54.008,911;58.869,713;49.688,199;52.388,644;46.987,753;55.629,179
20.03.2022 10:00;20.03.2022 11:00;156,950;562,175;183,523;0,000;66.572,718;46.098,486;37.339,774;47.020,456;47.942,426;47.942,426;45.637,502
20.03.2022 11:00;20.03.2022 12:00;143,850;548,033;171,075;0,000;71.934,947;40.959,822;33.996,652;36.863,839;33.996,652;33.996,652;33.177,456
